"pathwayID","overlap","n","description","memo","Pval","fold"
"11097",3,"212","Regulation of cell junction assembly "," http://amigo.geneontology.org/amigo/term/GO:1901888",0.906618792066423,0.568934102641968
"11099",2,"116","Positive regulation of cell junction assembly "," http://amigo.geneontology.org/amigo/term/GO:1901890",0.708744656145469,0.825512227362855
"1110",25,"937","Organic acid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006082",0.34869122684841,1.09296790227169
"1111",1,"3","Acetate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006083",0.0712570056044836,14.0337078651685
"11112",1,"14","Dense core granule transport "," http://amigo.geneontology.org/amigo/term/GO:1901950",0.358386953649252,2.33895131086142
"11113",1,"3","Regulation of anterograde dense core granule transport "," http://amigo.geneontology.org/amigo/term/GO:1901951",0.137449699499339,7.01685393258427
"11114",1,"3","Positive regulation of anterograde dense core granule transport "," http://amigo.geneontology.org/amigo/term/GO:1901953",0.137449699499339,7.01685393258427
"11117",1,"34","Regulation of cell cycle checkpoint "," http://amigo.geneontology.org/amigo/term/GO:1901976",0.358386953649252,2.33895131086142
"11119",1,"10","Positive regulation of cell cycle checkpoint "," http://amigo.geneontology.org/amigo/term/GO:1901978",0.137449699499339,7.01685393258427
"1112",2,"37","Acetyl-CoA metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006084",0.263116678901191,2.00481540930979
"11121",4,"81","Regulation of protein acetylation "," http://amigo.geneontology.org/amigo/term/GO:1901983",0.12179357728671,2.07906783187682
"11123",4,"47","Positive regulation of protein acetylation "," http://amigo.geneontology.org/amigo/term/GO:1901985",0.0287215103668134,3.30204890945142
"11124",7,"337","Regulation of cell cycle phase transition "," http://amigo.geneontology.org/amigo/term/GO:1901987",0.576578904923602,0.982359550561798
"11125",5,"204","Negative regulation of cell cycle phase transition "," http://amigo.geneontology.org/amigo/term/GO:1901988",0.296908369172005,1.37585371227143
"11126",3,"102","Positive regulation of cell cycle phase transition "," http://amigo.geneontology.org/amigo/term/GO:1901989",0.550606124976259,1.05252808988764
"11127",6,"257","Regulation of mitotic cell cycle phase transition "," http://amigo.geneontology.org/amigo/term/GO:1901990",0.510342722512893,1.05252808988764
"11128",4,"140","Negative regulation of mitotic cell cycle phase transition "," http://amigo.geneontology.org/amigo/term/GO:1901991",0.334284677488968,1.36914223074815
"11129",3,"81","Positive regulation of mitotic cell cycle phase transition "," http://amigo.geneontology.org/amigo/term/GO:1901992",0.361878091830593,1.40337078651685
"1113",2,"19","Acetyl-CoA biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0006085",0.0627050837452177,4.67790262172285
"11130",1,"9","Regulation of meiotic cell cycle phase transition "," http://amigo.geneontology.org/amigo/term/GO:1901993",0.137449699499339,7.01685393258427
"11132",1,"5","Positive regulation of meiotic cell cycle phase transition "," http://amigo.geneontology.org/amigo/term/GO:1901995",0.0712570056044836,14.0337078651685
"11133",4,"49","Toxin transport "," http://amigo.geneontology.org/amigo/term/GO:1901998",0.0765134295693507,2.44064484611627
"11135",1,"38","Regulation of amyloid-beta formation "," http://amigo.geneontology.org/amigo/term/GO:1902003",0.716002032369975,0.825512227362855
"11136",1,"20","Positive regulation of amyloid-beta formation "," http://amigo.geneontology.org/amigo/term/GO:1902004",0.446678601078479,1.75421348314607
"11137",1,"61","Regulation of cilium assembly "," http://amigo.geneontology.org/amigo/term/GO:1902017",0.670593963046364,0.935580524344569
"1116",5,"114","Pyruvate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006090",0.268704641609923,1.43201100664985
"11164",2,"61","Regulation of metaphase/anaphase transition of cell cycle "," http://amigo.geneontology.org/amigo/term/GO:1902099",0.290345749182892,1.87116104868914
"11165",2,"43","Negative regulation of metaphase/anaphase transition of cell cycle "," http://amigo.geneontology.org/amigo/term/GO:1902100",0.208852718372431,2.33895131086142
"11169",10,"288","Regulation of leukocyte differentiation "," http://amigo.geneontology.org/amigo/term/GO:1902105",0.379854960559408,1.14095185895679
"1117",9,"446","Generation of precursor metabolites and energy "," http://amigo.geneontology.org/amigo/term/GO:0006091",0.878847353925625,0.730077287783334
"11170",4,"101","Negative regulation of leukocyte differentiation "," http://amigo.geneontology.org/amigo/term/GO:1902106",0.400717196240373,1.24744069912609
"11171",4,"170","Positive regulation of leukocyte differentiation "," http://amigo.geneontology.org/amigo/term/GO:1902107",0.724626386811868,0.825512227362855
"11172",2,"40","Regulation of mitochondrial membrane permeability involved in apoptotic process "," http://amigo.geneontology.org/amigo/term/GO:1902108",0.471782083510637,1.27579162410623
"11173",1,"4","Negative regulation of mitochondrial membrane permeability involved in apoptotic process "," http://amigo.geneontology.org/amigo/term/GO:1902109",0.198937065734469,4.67790262172285
"11174",2,"33","Positive regulation of mitochondrial membrane permeability involved in apoptotic process "," http://amigo.geneontology.org/amigo/term/GO:1902110",0.422423525544813,1.40337078651685
"11175",5,"198","Regulation of organelle assembly "," http://amigo.geneontology.org/amigo/term/GO:1902115",0.483841953647802,1.09638342696629
"11176",1,"40","Negative regulation of organelle assembly "," http://amigo.geneontology.org/amigo/term/GO:1902116",0.588560749729916,1.16947565543071
"1118",2,"84","Gluconeogenesis "," http://amigo.geneontology.org/amigo/term/GO:0006094",0.562432448533013,1.07951598962835
"11184",2,"20","Cellular response to reactive nitrogen species "," http://amigo.geneontology.org/amigo/term/GO:1902170",0.0627050837452177,4.67790262172285
"11185",1,"7","Regulation of keratinocyte apoptotic process "," http://amigo.geneontology.org/amigo/term/GO:1902172",0.137449699499339,7.01685393258427
"11187",1,"3","Positive regulation of keratinocyte apoptotic process "," http://amigo.geneontology.org/amigo/term/GO:1902174",0.0712570056044836,14.0337078651685
"1119",4,"87","Glycolytic process "," http://amigo.geneontology.org/amigo/term/GO:0006096",0.317695176953879,1.40337078651685
"11201",1,"10","Ketone body metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1902224",0.256052708554122,3.50842696629213
"11204",1,"36","Regulation of intrinsic apoptotic signaling pathway in response to DNA damage "," http://amigo.geneontology.org/amigo/term/GO:1902229",0.645244082122132,1.0024077046549
"11205",1,"25","Negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage "," http://amigo.geneontology.org/amigo/term/GO:1902230",0.588560749729916,1.16947565543071
"11216",1,"19","Regulation of delayed rectifier potassium channel activity "," http://amigo.geneontology.org/amigo/term/GO:1902259",0.256052708554122,3.50842696629213
"11224",2,"31","Regulation of chromatin organization "," http://amigo.geneontology.org/amigo/term/GO:1902275",0.130748500010217,3.11860174781523
"11232",3,"63","Regulation of sodium ion transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:1902305",0.301731470620563,1.55930087390762
"11233",1,"15","Negative regulation of sodium ion transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:1902306",0.446678601078479,1.75421348314607
"11246",1,"16","Sulfate transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:1902358",0.256052708554122,3.50842696629213
"1125",1,"18","2-oxoglutarate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006103",0.486169863712012,1.55930087390762
"11250",1,"70","Negative regulation of RNA catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1902369",0.772678571803303,0.701685393258427
"11253",1,"59","Negative regulation of mRNA catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1902373",0.694137136938252,0.877106741573034
"11256",1,"22","Mitotic cytokinetic process "," http://amigo.geneontology.org/amigo/term/GO:1902410",0.256052708554122,3.50842696629213
"11258",2,"115","Protein localization to cell junction "," http://amigo.geneontology.org/amigo/term/GO:1902414",0.708744656145469,0.825512227362855
"11273",1,"5","Regulation of mesenchymal stem cell proliferation "," http://amigo.geneontology.org/amigo/term/GO:1902460",0.137449699499339,7.01685393258427
"11274",1,"5","Positive regulation of mesenchymal stem cell proliferation "," http://amigo.geneontology.org/amigo/term/GO:1902462",0.137449699499339,7.01685393258427
"11275",1,"5","Protein localization to cell leading edge "," http://amigo.geneontology.org/amigo/term/GO:1902463",0.137449699499339,7.01685393258427
"11278",2,"26","Regulation of protein localization to synapse "," http://amigo.geneontology.org/amigo/term/GO:1902473",0.182165175851715,2.55158324821246
"11281",1,"62","Chloride transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:1902476",0.670593963046364,0.935580524344569
"11289",1,"12","Regulation of organelle transport along microtubule "," http://amigo.geneontology.org/amigo/term/GO:1902513",0.404161351344816,2.00481540930979
"1129",1,"10","Oxaloacetate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006107",0.137449699499339,7.01685393258427
"11297",38,"1507","Regulation of intracellular signal transduction "," http://amigo.geneontology.org/amigo/term/GO:1902531",0.465024967165802,1.02357178287218
"11298",16,"497","Negative regulation of intracellular signal transduction "," http://amigo.geneontology.org/amigo/term/GO:1902532",0.204283315952514,1.25440964157931
"11299",19,"895","Positive regulation of intracellular signal transduction "," http://amigo.geneontology.org/amigo/term/GO:1902533",0.757325641174786,0.880001483294397
"1131",3,"196","Regulation of carbohydrate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006109",0.859605513248513,0.637895812053115
"11316",3,"150","Proton transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:1902600",0.762156258190129,0.765474974463738
"1132",2,"47","Regulation of glycolytic process "," http://amigo.geneontology.org/amigo/term/GO:0006110",0.422423525544813,1.40337078651685
"11323",4,"45","Regulation of neutrophil migration "," http://amigo.geneontology.org/amigo/term/GO:1902622",0.0667971006326371,2.55158324821246
"11324",1,"3","Negative regulation of neutrophil migration "," http://amigo.geneontology.org/amigo/term/GO:1902623",0.0712570056044836,14.0337078651685
"11325",3,"34","Positive regulation of neutrophil migration "," http://amigo.geneontology.org/amigo/term/GO:1902624",0.132280904538891,2.33895131086142
"1133",1,"61","Regulation of gluconeogenesis "," http://amigo.geneontology.org/amigo/term/GO:0006111",0.716002032369975,0.825512227362855
"11333",3,"139","Secondary alcohol metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1902652",0.751038667281114,0.779650436953808
"11334",1,"48","Secondary alcohol biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1902653",0.818069713004308,0.610161211529067
"1134",1,"89","Energy reserve metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006112",0.854417543794957,0.539757994814175
"11340",19,"1317","Negative regulation of RNA biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1902679",0.908004606915998,0.775117585576169
"11341",24,"1607","Positive regulation of RNA biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1902680",0.968464751828241,0.727449219792754
"11342",1,"25","Regulation of receptor localization to synapse "," http://amigo.geneontology.org/amigo/term/GO:1902683",0.556918413783459,1.27579162410623
"11344",2,"35","Mitochondrial outer membrane permeabilization involved in programmed cell death "," http://amigo.geneontology.org/amigo/term/GO:1902686",0.447411576473624,1.33654360620653
"11353",1,"7","Positive regulation of chondrocyte proliferation "," http://amigo.geneontology.org/amigo/term/GO:1902732",0.0712570056044836,14.0337078651685
"11355",2,"52","Regulation of lamellipodium organization "," http://amigo.geneontology.org/amigo/term/GO:1902743",0.422423525544813,1.40337078651685
"11356",1,"8","Negative regulation of lamellipodium organization "," http://amigo.geneontology.org/amigo/term/GO:1902744",0.256052708554122,3.50842696629213
"11357",1,"37","Positive regulation of lamellipodium organization "," http://amigo.geneontology.org/amigo/term/GO:1902745",0.670593963046364,0.935580524344569
"1136",1,"6","Glycerol biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0006114",0.137449699499339,7.01685393258427
"11361",2,"92","Regulation of cell cycle G2/M phase transition "," http://amigo.geneontology.org/amigo/term/GO:1902749",0.62277764727559,0.967841921735761
"11362",1,"49","Negative regulation of cell cycle G2/M phase transition "," http://amigo.geneontology.org/amigo/term/GO:1902750",0.588560749729916,1.16947565543071
"11363",2,"30","Positive regulation of cell cycle G2/M phase transition "," http://amigo.geneontology.org/amigo/term/GO:1902751",0.235898535212702,2.1590319792567
"1137",1,"6","NADH oxidation "," http://amigo.geneontology.org/amigo/term/GO:0006116",0.358386953649252,2.33895131086142
"11370",3,"127","Regulation of cell cycle G1/S phase transition "," http://amigo.geneontology.org/amigo/term/GO:1902806",0.675490956374071,0.877106741573034
"11371",2,"58","Negative regulation of cell cycle G1/S phase transition "," http://amigo.geneontology.org/amigo/term/GO:1902807",0.396866728844104,1.47723240685985
"11372",1,"48","Positive regulation of cell cycle G1/S phase transition "," http://amigo.geneontology.org/amigo/term/GO:1902808",0.788941921569787,0.668271803103264
"11375",1,"5","Regulation of protein localization to microtubule "," http://amigo.geneontology.org/amigo/term/GO:1902816",0.137449699499339,7.01685393258427
"11376",1,"5","Negative regulation of protein localization to microtubule "," http://amigo.geneontology.org/amigo/term/GO:1902817",0.137449699499339,7.01685393258427
"11380",4,"142","Microtubule cytoskeleton organization involved in mitosis "," http://amigo.geneontology.org/amigo/term/GO:1902850",0.601193564404162,0.967841921735761
"11388",4,"94","Regulation of response to oxidative stress "," http://amigo.geneontology.org/amigo/term/GO:1902882",0.400717196240373,1.24744069912609
"11389",1,"30","Negative regulation of response to oxidative stress "," http://amigo.geneontology.org/amigo/term/GO:1902883",0.736307972614259,0.779650436953808
"1139",2,"118","Oxidative phosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0006119",0.858566342494118,0.597179058092278
"11391",1,"52","Regulation of pri-miRNA transcription by RNA polymerase II "," http://amigo.geneontology.org/amigo/term/GO:1902893",0.755165819490379,0.738616203429923
"11393",1,"41","Positive regulation of pri-miRNA transcription by RNA polymerase II "," http://amigo.geneontology.org/amigo/term/GO:1902895",0.694137136938252,0.877106741573034
"11397",15,"381","Regulation of supramolecular fiber organization "," http://amigo.geneontology.org/amigo/term/GO:1902903",0.183263650235795,1.29144550906459
"11398",11,"169","Negative regulation of supramolecular fiber organization "," http://amigo.geneontology.org/amigo/term/GO:1902904",0.0195010100593398,2.00481540930979
"11399",4,"207","Positive regulation of supramolecular fiber organization "," http://amigo.geneontology.org/amigo/term/GO:1902905",0.839555325653333,0.693022610625607
"11404",1,"49","Regulation of alcohol biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1902930",0.736307972614259,0.779650436953808
"11406",1,"27","Positive regulation of alcohol biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1902932",0.522849937607846,1.40337078651685
"11414",1,"12","Regulation of dendritic spine maintenance "," http://amigo.geneontology.org/amigo/term/GO:1902950",0.358386953649252,2.33895131086142
"11417",1,"5","Positive regulation of ER to Golgi vesicle-mediated transport "," http://amigo.geneontology.org/amigo/term/GO:1902953",0.137449699499339,7.01685393258427
"11432",1,"46","Regulation of amyloid precursor protein catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1902991",0.772678571803303,0.701685393258427
"11434",1,"26","Positive regulation of amyloid precursor protein catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1902993",0.522849937607846,1.40337078651685
"11442",4,"103","Organelle disassembly "," http://amigo.geneontology.org/amigo/term/GO:1903008",0.161664689212928,1.87116104868914
"11447",1,"49","Regulation of glycoprotein metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1903018",0.716002032369975,0.825512227362855
"1145",2,"84","Regulation of nucleotide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006140",0.765199755557743,0.738616203429923
"11454",4,"161","Regulation of response to wounding "," http://amigo.geneontology.org/amigo/term/GO:1903034",0.558333758191531,1.02063329928498
"11455",2,"84","Negative regulation of response to wounding "," http://amigo.geneontology.org/amigo/term/GO:1903035",0.540840596442877,1.12269662921348
"11456",2,"71","Positive regulation of response to wounding "," http://amigo.geneontology.org/amigo/term/GO:1903036",0.62277764727559,0.967841921735761
"11457",13,"301","Regulation of leukocyte cell-cell adhesion "," http://amigo.geneontology.org/amigo/term/GO:1903037",0.0970426767652864,1.48323741664383
"11458",5,"129","Negative regulation of leukocyte cell-cell adhesion "," http://amigo.geneontology.org/amigo/term/GO:1903038",0.282737609904121,1.40337078651685
"11459",9,"214","Positive regulation of leukocyte cell-cell adhesion "," http://amigo.geneontology.org/amigo/term/GO:1903039",0.215665704277261,1.35810076114534
"11461",4,"205","Meiotic cell cycle process "," http://amigo.geneontology.org/amigo/term/GO:1903046",0.572895454710354,1.0024077046549
"11462",18,"663","Mitotic cell cycle process "," http://amigo.geneontology.org/amigo/term/GO:1903047",0.387943513758181,1.08882216195273
"11464",4,"220","Regulation of proteolysis involved in cellular protein catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1903050",0.690863820920031,0.863612791702679
"11465",3,"67","Negative regulation of proteolysis involved in cellular protein catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1903051",0.132280904538891,2.33895131086142
"11467",2,"43","Regulation of extracellular matrix organization "," http://amigo.geneontology.org/amigo/term/GO:1903053",0.263116678901191,2.00481540930979
"11468",1,"9","Negative regulation of extracellular matrix organization "," http://amigo.geneontology.org/amigo/term/GO:1903054",0.198937065734469,4.67790262172285
"11471",1,"7","Regulation of protein lipidation "," http://amigo.geneontology.org/amigo/term/GO:1903059",0.0712570056044836,14.0337078651685
"11473",1,"4","Positive regulation of protein lipidation "," http://amigo.geneontology.org/amigo/term/GO:1903061",0.0712570056044836,14.0337078651685
"11474",1,"8","Regulation of ER-associated ubiquitin-dependent protein catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1903069",0.198937065734469,4.67790262172285
"11475",1,"3","Negative regulation of ER-associated ubiquitin-dependent protein catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1903070",0.0712570056044836,14.0337078651685
"11477",2,"113","Regulation of protein localization to plasma membrane "," http://amigo.geneontology.org/amigo/term/GO:1903076",0.752046854688418,0.758578803522624
"11478",1,"25","Negative regulation of protein localization to plasma membrane "," http://amigo.geneontology.org/amigo/term/GO:1903077",0.446678601078479,1.75421348314607
"11479",1,"61","Positive regulation of protein localization to plasma membrane "," http://amigo.geneontology.org/amigo/term/GO:1903078",0.788941921569787,0.668271803103264
"11480",2,"19","Protein localization to condensed chromosome "," http://amigo.geneontology.org/amigo/term/GO:1903083",0.0275901372755083,7.01685393258427
"11483",1,"5","Regulation of mitochondrial transcription "," http://amigo.geneontology.org/amigo/term/GO:1903108",0.137449699499339,7.01685393258427
"11484",1,"3","Positive regulation of mitochondrial transcription "," http://amigo.geneontology.org/amigo/term/GO:1903109",0.0712570056044836,14.0337078651685
"11488",15,"441","Mononuclear cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:1903131",0.235419509168336,1.23102700571654
"11489",3,"18","Regulation of establishment of endothelial barrier "," http://amigo.geneontology.org/amigo/term/GO:1903140",0.029545705453059,4.21011235955056
"11490",1,"2","Negative regulation of establishment of endothelial barrier "," http://amigo.geneontology.org/amigo/term/GO:1903141",0.137449699499339,7.01685393258427
"11491",2,"7","Positive regulation of establishment of endothelial barrier "," http://amigo.geneontology.org/amigo/term/GO:1903142",0.0275901372755083,7.01685393258427
"11492",2,"24","Regulation of autophagy of mitochondrion "," http://amigo.geneontology.org/amigo/term/GO:1903146",0.0837405674758654,4.00963081861958
"11493",1,"7","Negative regulation of autophagy of mitochondrion "," http://amigo.geneontology.org/amigo/term/GO:1903147",0.198937065734469,4.67790262172285
"11494",4,"169","Regulation of calcium ion transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:1903169",0.678981072406918,0.877106741573034
"11499",3,"76","Regulation of oxidative stress-induced cell death "," http://amigo.geneontology.org/amigo/term/GO:1903201",0.459712220876679,1.20288924558587
"11500",1,"53","Negative regulation of oxidative stress-induced cell death "," http://amigo.geneontology.org/amigo/term/GO:1903202",0.843187347823344,0.561348314606742
"11501",1,"34","Regulation of oxidative stress-induced neuron death "," http://amigo.geneontology.org/amigo/term/GO:1903203",0.670593963046364,0.935580524344569
"11503",2,"33","Regulation of hydrogen peroxide-induced cell death "," http://amigo.geneontology.org/amigo/term/GO:1903205",0.422423525544813,1.40337078651685
"11504",1,"25","Negative regulation of hydrogen peroxide-induced cell death "," http://amigo.geneontology.org/amigo/term/GO:1903206",0.694137136938252,0.877106741573034
"11507",1,"19","Positive regulation of oxidative stress-induced cell death "," http://amigo.geneontology.org/amigo/term/GO:1903209",0.446678601078479,1.75421348314607
"1151",9,"385","Purine nucleotide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006163",0.785993998522788,0.814860456687205
"11511",1,"9","Positive regulation of oxidative stress-induced neuron death "," http://amigo.geneontology.org/amigo/term/GO:1903223",0.30910664199858,2.80674157303371
"1152",4,"177","Purine nucleotide biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0006164",0.846449619012196,0.684571115374075
"1153",5,"108","Nucleoside diphosphate phosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0006165",0.296908369172005,1.37585371227143
"11532",1,"4","Regulation of glutamate secretion, neurotransmission "," http://amigo.geneontology.org/amigo/term/GO:1903294",0.0712570056044836,14.0337078651685
"11533",1,"4","Positive regulation of glutamate secretion, neurotransmission "," http://amigo.geneontology.org/amigo/term/GO:1903296",0.0712570056044836,14.0337078651685
"11539",5,"171","Regulation of regulated secretory pathway "," http://amigo.geneontology.org/amigo/term/GO:1903305",0.383558027423502,1.23102700571654
"11540",1,"24","Negative regulation of regulated secretory pathway "," http://amigo.geneontology.org/amigo/term/GO:1903306",0.446678601078479,1.75421348314607
"11541",1,"62","Positive regulation of regulated secretory pathway "," http://amigo.geneontology.org/amigo/term/GO:1903307",0.772678571803303,0.701685393258427
"11542",3,"282","Regulation of mRNA metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1903311",0.852461273798599,0.647709593777009
"11543",1,"89","Negative regulation of mRNA metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1903312",0.788941921569787,0.668271803103264
"11545",1,"63","Regulation of protein maturation "," http://amigo.geneontology.org/amigo/term/GO:1903317",0.804044771001175,0.637895812053115
"11547",1,"27","Positive regulation of protein maturation "," http://amigo.geneontology.org/amigo/term/GO:1903319",0.358386953649252,2.33895131086142
"11548",3,"240","Regulation of protein modification by small protein conjugation or removal "," http://amigo.geneontology.org/amigo/term/GO:1903320",0.859605513248513,0.637895812053115
"11549",2,"90","Negative regulation of protein modification by small protein conjugation or removal "," http://amigo.geneontology.org/amigo/term/GO:1903321",0.562432448533013,1.07951598962835
"11550",2,"138","Positive regulation of protein modification by small protein conjugation or removal "," http://amigo.geneontology.org/amigo/term/GO:1903322",0.723837531010245,0.801926163723916
"11559",1,"89","Response to dopamine "," http://amigo.geneontology.org/amigo/term/GO:1903350",0.755165819490379,0.738616203429923
"11560",1,"88","Cellular response to dopamine "," http://amigo.geneontology.org/amigo/term/GO:1903351",0.755165819490379,0.738616203429923
"11563",1,"17","Regulation of Golgi organization "," http://amigo.geneontology.org/amigo/term/GO:1903358",0.30910664199858,2.80674157303371
"11565",5,"252","Regulation of cellular protein catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1903362",0.684128742893,0.877106741573034
"11566",3,"77","Negative regulation of cellular protein catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1903363",0.166855558537726,2.10505617977528
"11568",1,"10","Regulation of fear response "," http://amigo.geneontology.org/amigo/term/GO:1903365",0.358386953649252,2.33895131086142
"1158",1,"11","CAMP biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0006171",0.198937065734469,4.67790262172285
"11580",1,"2","Regulation of homophilic cell adhesion "," http://amigo.geneontology.org/amigo/term/GO:1903385",0.0712570056044836,14.0337078651685
"11581",1,"5","Regulation of adherens junction organization "," http://amigo.geneontology.org/amigo/term/GO:1903391",0.256052708554122,3.50842696629213
"11583",1,"2","Positive regulation of adherens junction organization "," http://amigo.geneontology.org/amigo/term/GO:1903393",0.0712570056044836,14.0337078651685
"11590",1,"55","Reactive oxygen species biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1903409",0.788941921569787,0.668271803103264
"11597",1,"44","Regulation of reactive oxygen species biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1903426",0.716002032369975,0.825512227362855
"11599",1,"20","Positive regulation of reactive oxygen species biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1903428",0.522849937607846,1.40337078651685
"11603",1,"39","Regulation of TORC1 signaling "," http://amigo.geneontology.org/amigo/term/GO:1903432",0.617949267606351,1.07951598962835
"11611",1,"27","Regulation of lactation "," http://amigo.geneontology.org/amigo/term/GO:1903487",0.198937065734469,4.67790262172285
"11612",1,"26","Positive regulation of lactation "," http://amigo.geneontology.org/amigo/term/GO:1903489",0.137449699499339,7.01685393258427
"11615",1,"16","Regulation of mitotic spindle checkpoint "," http://amigo.geneontology.org/amigo/term/GO:1903504",0.137449699499339,7.01685393258427
"11616",46,"3341","Regulation of nucleic acid-templated transcription "," http://amigo.geneontology.org/amigo/term/GO:1903506",0.990272062080081,0.753267866741835
"11617",19,"1316","Negative regulation of nucleic acid-templated transcription "," http://amigo.geneontology.org/amigo/term/GO:1903507",0.908004606915998,0.775117585576169
"11618",24,"1606","Positive regulation of nucleic acid-templated transcription "," http://amigo.geneontology.org/amigo/term/GO:1903508",0.968464751828241,0.727449219792754
"11619",4,"89","Liposaccharide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1903509",0.12179357728671,2.07906783187682
"11620",1,"72","Mucopolysaccharide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1903510",0.804044771001175,0.637895812053115
"11621",1,"27","Endoplasmic reticulum to cytosol transport "," http://amigo.geneontology.org/amigo/term/GO:1903513",0.30910664199858,2.80674157303371
"11622",1,"28","Release of sequestered calcium ion into cytosol by endoplasmic reticulum "," http://amigo.geneontology.org/amigo/term/GO:1903514",0.522849937607846,1.40337078651685
"11623",1,"2","Calcium ion transport from cytosol to endoplasmic reticulum "," http://amigo.geneontology.org/amigo/term/GO:1903515",0.0712570056044836,14.0337078651685
"11626",7,"249","Regulation of blood circulation "," http://amigo.geneontology.org/amigo/term/GO:1903522",0.391096939711771,1.16947565543071
"11632",20,"641","Regulation of secretion by cell "," http://amigo.geneontology.org/amigo/term/GO:1903530",0.0693732783354458,1.41754624900692
"11633",2,"175","Negative regulation of secretion by cell "," http://amigo.geneontology.org/amigo/term/GO:1903531",0.91168258214177,0.510316649642492
"11634",13,"334","Positive regulation of secretion by cell "," http://amigo.geneontology.org/amigo/term/GO:1903532",0.0224514843475699,1.842810123709
"11635",1,"57","Regulation of protein targeting "," http://amigo.geneontology.org/amigo/term/GO:1903533",0.874528612189685,0.501203852327448
"11638",1,"54","Protein localization to postsynaptic membrane "," http://amigo.geneontology.org/amigo/term/GO:1903539",0.670593963046364,0.935580524344569
"11647",8,"168","Regulation of tumor necrosis factor superfamily cytokine production "," http://amigo.geneontology.org/amigo/term/GO:1903555",0.138094943912983,1.55930087390762
"11648",4,"61","Negative regulation of tumor necrosis factor superfamily cytokine production "," http://amigo.geneontology.org/amigo/term/GO:1903556",0.0979223632174854,2.24539325842697
"11649",5,"103","Positive regulation of tumor necrosis factor superfamily cytokine production "," http://amigo.geneontology.org/amigo/term/GO:1903557",0.214423958879846,1.55930087390762
"1165",1,"49","Purine nucleotide catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006195",0.694137136938252,0.877106741573034
"11654",1,"41","Negative regulation of response to endoplasmic reticulum stress "," http://amigo.geneontology.org/amigo/term/GO:1903573",0.645244082122132,1.0024077046549
"11655",1,"5","Cornified envelope assembly "," http://amigo.geneontology.org/amigo/term/GO:1903575",0.198937065734469,4.67790262172285
"11658",3,"87","Regulation of ATP metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1903578",0.567684133988413,1.02685667306111
"11659",2,"30","Negative regulation of ATP metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1903579",0.235898535212702,2.1590319792567
"11660",1,"38","Positive regulation of ATP metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1903580",0.736307972614259,0.779650436953808
