species_id,official_name,compact_name,kingdom,type
290633,Gluconobacter oxydans 621H,Gluconobacter oxydans 621H,,core
291112,Photorhabdus asymbiotica,Photorhabdus asymbiotica,,core
291272,Candidatus Blochmannia pennsylvanicus str. BPEN,Blochmannia pennsylvanicus,,periphery
291985,Erythrobacter vulgaris,Erythrobacter vulgaris,,periphery
292414,Ruegeria sp. TM1040,Ruegeria sp. TM1040,,core
292415,Thiobacillus denitrificans ATCC25259,Thiobacillus denitrificans ATCC25259,,core
292459,Symbiobacterium thermophilum IAM 14863,Symbiobacterium thermophilum,,core
292563,Cyanobacterium stanieri PCC7202,Cyanobacterium stanieri,,periphery
292564,Cyanobium gracile PCC6307,Cyanobium gracile,,periphery
292805,Wolbachia endosymbiont strain TRS of Brugia malayi,Wolbachia sp. Bma,,periphery
293227,Cyphellophora europaea,Cyphellophora europaea,,periphery
293613,Rickettsia canadensis str. McKiel,Rickettsia canadensis,,periphery
293614,Rickettsia akari str. Hartford,Rickettsia akari,,periphery
293826,Alkaliphilus metalliredigens QYMF,Alkaliphilus metalliredigens,,core
295358,Mycoplasma hyopneumoniae 232,Mycoplasma hyopneumoniae 232,,periphery
296587,Micromonas sp. RCC299,Micromonas sp. RCC299,,periphery
296591,Polaromonas sp. JS666,Polaromonas sp. JS666,,core
297246,Legionella pneumophila str. Paris,Legionella pneumophila Paris,,core
298386,Photobacterium profundum SS9,Photobacterium profundum,,core
298653,Frankia sp. EAN1pec,Frankia sp. EAN1pec,,core
298654,Frankia sp. EuI1c,Frankia sp. EuI1c,,periphery
298655,Frankia sp. CN3,Frankia sp. CN3,,periphery
300852,Thermus thermophilus HB8,Thermus thermophilus HB8,,periphery
303518,Pundamilia nyererei,Pundamilia nyererei,,periphery
304371,Methanocella paludicola SANAE,Methanocella paludicola,,periphery
305700,Thauera sp. 27,Thauera sp. 27,,core
305900,Endozoicomonas elysicola,Endozoicomonas elysicola,,periphery
306263,Campylobacter lari RM2100,Campylobacter lari,,periphery
306264,Campylobacter upsaliensis RM3195,Campylobacter upsaliensis,,periphery
306281,Fischerella muscicola PCC7414,Fischerella muscicola,,periphery
306537,Corynebacterium jeikeium K411,Corynebacterium jeikeium,,periphery
307480,Chryseobacterium vrystaatense,Chryseobacterium vrystaatense,,core
309798,Coprothermobacter proteolyticus DSM5265,Coprothermobacter proteolyticus,,periphery
309799,Dictyoglomus thermophilum H-6-12,Dictyoglomus thermophilum,,core
309800,Haloferax volcanii DS2,Haloferax volcanii,,periphery
309801,Thermomicrobium roseum DSM5159,Thermomicrobium roseum,,periphery
309803,Thermotoga neapolitana DSM4359,Thermotoga neapolitana,,periphery
309807,Salinibacter ruber DSM13855,Salinibacter ruber,,periphery
310453,Neofusicoccum parvum,Neofusicoccum parvum,,core
311402,Agrobacterium vitis S4,Agrobacterium vitis,,periphery
311403,Agrobacterium radiobacter K84,Agrobacterium radiobacter,,periphery
311424,Dehalococcoides mccartyi VS,Dehalococcoides mccartyi VS,,periphery
312153,Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1,Polynucleobacter necessarius asymbioticus,,core
312284,marine actinobacterium PHSC20C1,actinobacterium PHSC20C1,,periphery
312309,Vibrio fischeri ES114,Vibrio fischeri,,core
313589,Janibacter sp. HTCC2649,Janibacter sp. HTCC2649,,core
313590,Dokdonia sp. MED134,Dokdonia sp. MED134,,core
313594,Polaribacter irgensii 23-P,Polaribacter irgensii,,periphery
313595,Psychroflexus torquis ATCC700755,Psychroflexus torquis,,core
313596,Robiginitalea biformata HTCC2501,Robiginitalea biformata,,core
313598,Polaribacter sp. MED152,Polaribacter sp. MED152,,core
313603,Maribacter sp. HTCC2170,Maribacter sp. HTCC2170,,core
313606,Microscilla marina ATCC23134,Microscilla marina,,core
313612,Lyngbya sp. PCC8106,Lyngbya sp. PCC8106,,core
313624,Nodularia spumigena CCY9414,Nodularia spumigena,,periphery
313625,Synechococcus sp. BL107,Synechococcus sp. BL107,,periphery
313628,Lentisphaera araneosa HTCC2155,Lentisphaera araneosa,,core
314225,Erythrobacter litoralis HTCC2594,Erythrobacter litoralis,,periphery
314230,Blastopirellula marina DSM3645,Blastopirellula marina,,core
314231,Fulvimarina pelagi HTCC2506,Fulvimarina pelagi,,core
314232,Loktanella vestfoldensis SKA53,Loktanella vestfoldensis SKA53,,core
314254,Oceanicaulis sp. HTCC2633,Oceanicaulis sp. HTCC2633,,core
314256,Oceanicola granulosus HTCC2516,Oceanicola granulosus,,periphery
314260,Parvularcula bermudensis HTCC2503,Parvularcula bermudensis,,core
314262,Roseobacter sp. MED193,Roseobacter sp. MED193,,core
314264,Roseovarius sp. 217,Roseovarius sp. 217,,core
314265,Pelagibaca bermudensis HTCC2601,Pelagibaca bermudensis,,core
314266,Sphingomonas sp. SKA58,Sphingomonas sp. SKA58,,periphery
314270,Rhodobacteraceae bacterium HTCC2083,Rhodobacteraceae bacterium HTCC2083,,periphery
314271,Maritimibacter alkaliphilus HTCC2654,Maritimibacter alkaliphilus,,core
314275,Alteromonas macleodii str. 'Deep ecotype',Alteromonas macleodii Deep,,core
314278,Nitrococcus mobilis Nb-231,Nitrococcus mobilis,,core
314282,Psychromonas sp. CNPT3,Psychromonas sp. CNPT3,,periphery
314285,Congregibacter litoralis KT71,Congregibacter litoralis,,core
314287,gamma proteobacterium HTCC2207,Gammaproteobacteria bacterium HTCC2207,,periphery
314292,Photobacterium angustum S14,Photobacterium angustum,,core
314315,Lactobacillus sakei subsp. sakei 23K,Lactobacillus sakei,,periphery
314345,Mariprofundus ferrooxydans PV-1,Mariprofundus ferrooxydans,,core
314607,beta proteobacterium KB13,beta proteobacterium KB13,,periphery
314723,Borrelia hermsii HS1,Borrelia hermsii,,periphery
314724,Borrelia turicatae 91E135,Borrelia turicatae,,periphery
315456,Rickettsia felis URRWXCal2,Rickettsia felis,,periphery
315730,Bacillus weihenstephanensis KBAB4,Bacillus weihenstephanensis,,periphery
315749,Bacillus cytotoxicus NVH 391-98,Bacillus cytotoxicus,,periphery
315750,Bacillus pumilus SAFR-032,Bacillus pumilus,,core
316055,Rhodopseudomonas palustris BisA53,Rhodopseudomonas palustris BisA53,,periphery
316056,Rhodopseudomonas palustris BisB18,Rhodopseudomonas palustris BisB18,,periphery
316057,Rhodopseudomonas palustris BisB5,Rhodopseudomonas palustris BisB5,,periphery
316058,Rhodopseudomonas palustris HaA2,Rhodopseudomonas palustris HaA2,,periphery
316067,Geobacter daltonii FRC-32,Geobacter daltonii,,periphery
316273,Xanthomonas campestris pv. vesicatoria str. 85-10,Xanthomonas campestris vesicatoria,,periphery
316274,Herpetosiphon aurantiacus DSM785,Herpetosiphon aurantiacus,,core
316275,Aliivibrio salmonicida LFI1238,Aliivibrio salmonicida,,periphery
316278,Synechococcus sp. RCC307,Synechococcus sp. RCC307,,periphery
316279,Synechococcus sp. CC9902,Synechococcus sp. CC9902,,periphery
316407,Escherichia coli str. K-12 substr. W3110,Escherichia coli K12 W3110,,periphery
317013,Xanthomonas axonopodis pv. phaseoli,Xanthomonas axonopodis phaseoli,,periphery
317025,Thiomicrospira crunogena XCL-2,Thiomicrospira crunogena,,core
317619,Prochlorothrix hollandica PCC9006,Prochlorothrix hollandica,,core
317655,Sphingopyxis alaskensis RB2256,Sphingopyxis alaskensis,,core
317936,Nostoc sp. PCC7107,Nostoc sp. PCC7107,,periphery
318161,Shewanella denitrificans OS217,Shewanella denitrificans,,periphery
318167,Shewanella frigidimarina NCIMB 400,Shewanella frigidimarina,,periphery
318424,Mycobacterium rufum,Mycobacterium rufum,,periphery
318464,Clostridium sulfidigenes,Clostridium sulfidigenes,,periphery
318586,Paracoccus denitrificans PD1222,Paracoccus denitrificans,,core
318829,Magnaporthe oryzae,Magnaporthe oryzae,,core
318996,Bradyrhizobium sp. WSM1743,Bradyrhizobium sp. WSM1743,,periphery
319003,Bradyrhizobium sp. WSM1253,Bradyrhizobium sp. WSM1253,,periphery
319224,Shewanella putrefaciens CN-32,Shewanella putrefaciens,,core
319225,Chlorobium luteolum DSM273,Chlorobium luteolum,,periphery
319236,Nonlabens sediminis,Nonlabens sediminis,,periphery
319795,Deinococcus geothermalis DSM11300,Deinococcus geothermalis,,core
320483,Anaplasma marginale str. Florida,Anaplasma marginale Florida,,periphery
321327,Synechococcus sp. JA-3-3Ab,Synechococcus sp. JA33Ab,,core
321332,Synechococcus sp. JA-2-3Ba(2-13),Synechococcus sp. JA23Ba,,periphery
321846,Pseudomonas simiae,Pseudomonas simiae,,periphery
321955,Brevibacterium linens BL2,Brevibacterium linens,,periphery
321961,Wheat blue dwarf phytoplasma,Phytoplasma wheat blue,,core
322098,Aster yellows witches'-broom phytoplasma AYWB,Phytoplasma aster yellows,,periphery
322159,Streptococcus thermophilus LMD-9,Streptococcus thermophilus LMD9,,periphery
322710,Azotobacter vinelandii DJ,Azotobacter vinelandii,,core
323097,Nitrobacter hamburgensis X14,Nitrobacter hamburgensis,,core
323098,Nitrobacter winogradskyi Nb-255,Nitrobacter winogradskyi,,periphery
323259,Methanospirillum hungatei JF-1,Methanospirillum hungatei,,periphery
323261,Nitrosococcus oceani ATCC19707,Nitrosococcus oceani,,core
323848,Nitrosospira multiformis ATCC25196,Nitrosospira multiformis,,core
323850,Shewanella loihica PV-4,Shewanella loihica,,periphery
324057,Paenibacillus sp. JDR-2,Paenibacillus sp. JDR2,,periphery
324602,Chloroflexus aurantiacus J-10-fl,Chloroflexus aurantiacus,,periphery
324831,Lactobacillus gasseri ATCC33323,Lactobacillus gasseri,,periphery
324925,Pelodictyon phaeoclathratiforme BU-1,Pelodictyon phaeoclathratiforme,,core
325452,Phytophthora kernoviae,Phytophthora kernoviae,,periphery
325777,Xanthomonas axonopodis pv. vasculorum,Xanthomonas axonopodis vasculorum,,periphery
326297,Shewanella amazonensis SB2B,Shewanella amazonensis,,periphery
326298,Sulfurimonas denitrificans DSM1251,Sulfurimonas denitrificans,,core
326423,Bacillus amyloliquefaciens subsp. plantarum str. FZB42,Bacillus amyloliquefaciens,,periphery
326424,Frankia alni ACN14a,Frankia alni,,periphery
326425,Lactobacillus helveticus CNRZ32,Lactobacillus helveticus CNRZ32,,periphery
326426,Bifidobacterium breve UCC2003,Bifidobacterium breve,,periphery
326427,Chloroflexus aggregans DSM9485,Chloroflexus aggregans,,periphery
326442,Pseudoalteromonas haloplanktis TAC125,Pseudoalteromonas haloplanktis TAC125,,core
327079,Pseudozyma hubeiensis,Pseudozyma hubeiensis,,periphery
327277,Bifidobacterium crudilactis,Bifidobacterium crudilactis,,periphery
329726,Acaryochloris marina MBIC11017,Acaryochloris marina,,core
330084,Amycolatopsis jejuensis,Amycolatopsis jejuensis,,periphery
330214,Candidatus Nitrospira defluvii,Nitrospira defluvii,,core
330779,Sulfolobus acidocaldarius DSM639,Sulfolobus acidocaldarius,,periphery
331104,Blattabacterium sp. (Blattella germanica),Blattabacterium sp. Bge,,core
331113,Simkania negevensis Z,Simkania negevensis,,core
331635,Chlamydophila pecorum E58,Chlamydophila pecorum,,periphery
331636,Chlamydia psittaci 6BC,Chlamydia psittaci 6BC,,core
331678,Chlorobium phaeobacteroides BS1,Chlorobium phaeobacteroides BS1,,periphery
331869,alpha proteobacterium BAL199,alpha proteobacterium BAL199,,periphery
332101,Clostridium drakei,Clostridium drakei,,periphery
333138,Bacillus okhensis,Bacillus okhensis,,periphery
334390,Lactobacillus fermentum IFO 3956,Lactobacillus fermentum IFO3956,,periphery
334413,Finegoldia magna ATCC29328,Finegoldia magna ATCC29328,,core
334545,Rickettsia tamurae,Rickettsia tamurae,,core
335283,Nitrosomonas eutropha C91,Nitrosomonas eutropha,,core
335284,Psychrobacter cryohalolentis K5,Psychrobacter cryohalolentis,,core
335541,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,Syntrophomonas wolfei,,periphery
335543,Syntrophobacter fumaroxidans MPOB,Syntrophobacter fumaroxidans,,core
335659,Bradyrhizobium sp. S23321,Bradyrhizobium sp. S23321,,periphery
335992,Candidatus Pelagibacter ubique HTCC1062,Pelagibacter ubique HTCC1062,,periphery
336407,Rickettsia bellii RML369-C,Rickettsia bellii RML369C,,periphery
337075,Pyronema omphalodes,Pyronema omphalodes,,core
337191,Gordonia sp. KTR9,Gordonia sp. KTR9,,periphery
338963,Pelobacter carbinolicus DSM2380,Pelobacter carbinolicus,,core
338966,Pelobacter propionicus DSM2379,Pelobacter propionicus,,periphery
338969,Rhodoferax ferrireducens T118,Rhodoferax ferrireducens,,core
339670,Burkholderia ambifaria AMMD,Burkholderia ambifaria,,periphery
339671,Actinobacillus succinogenes 130Z,Actinobacillus succinogenes,,periphery
339860,Methanosphaera stadtmanae DSM3091,Methanosphaera stadtmanae,,core
340099,Thermoanaerobacter pseudethanolicus ATCC33223,Thermoanaerobacter pseudethanolicus,,periphery
340170,Spathaspora passalidarum,Spathaspora passalidarum,,periphery
340177,Chlorobium chlorochromatii CaD3,Chlorobium chlorochromatii,,core
342113,Burkholderia oklahomensis,Burkholderia oklahomensis,,periphery
342451,Staphylococcus saprophyticus subsp. saprophyticus ATCC15305,Staphylococcus saprophyticus,,core
342610,Pseudoalteromonas atlantica T6c,Pseudoalteromonas atlantica,,core
342949,Pyrococcus sp. NA2,Pyrococcus sp. NA2,,core
343509,Sodalis glossinidius str. 'morsitans',Sodalis glossinidius,,core
344747,Planctomyces maris DSM8797,Planctomyces maris,,core
345073,Vibrio cholerae O395,Vibrio cholerae O395,,periphery
345219,Bacillus coagulans 36D1,Bacillus coagulans 36D1,,periphery
345341,Kutzneria sp. 744,Kutzneria sp. 744,,periphery
347256,Mycoplasma hominis ATCC23114,Mycoplasma hominis,,core
347834,Rhizobium etli CFN 42,Rhizobium etli CFN42,,periphery
348780,Natronomonas pharaonis DSM2160,Natronomonas pharaonis,,core
348824,Rhizobium sp. LPU83,Rhizobium sp. LPU83,,periphery
349102,Rhodobacter sphaeroides ATCC17025,Rhodobacter sphaeroides ATCC17025,,core
349106,Psychrobacter sp. PRwf-1,Psychrobacter sp. PRwf1,,periphery
349123,Lactobacillus reuteri 100-23,Lactobacillus reuteri 10023,,periphery
349124,Halorhodospira halophila SL1,Halorhodospira halophila,,core
349161,Desulfotomaculum reducens MI-1,Desulfotomaculum reducens,,periphery
349163,Acidiphilium cryptum JF-5,Acidiphilium cryptum,,core
349519,Leuconostoc citreum KM20,Leuconostoc citreum,,periphery
349520,Paenibacillus polymyxa E681,Paenibacillus polymyxa E681,,periphery
349521,Hahella chejuensis KCTC 2396,Hahella chejuensis,,core
349741,Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,,core
349965,Yersinia intermedia ATCC29909,Yersinia intermedia,,periphery
349966,Yersinia frederiksenii ATCC33641,Yersinia frederiksenii,,periphery
350054,Mycobacterium gilvum PYR-GCK,Mycobacterium gilvum,,periphery
350058,Mycobacterium vanbaalenii PYR-1,Mycobacterium vanbaalenii,,periphery
350688,Alkaliphilus oremlandii OhILAs,Alkaliphilus oremlandii,,periphery
351016,Roseobacter sp. AzwK-3b,Roseobacter sp. AzwK3b,,core
351160,Methanocella arvoryzae MRE50,Methanocella arvoryzae,,periphery
351348,Marinobacter hydrocarbonoclasticus VT8,Marinobacter hydrocarbonoclasticus,,core
351607,Acidothermus cellulolyticus 11B,Acidothermus cellulolyticus,,core
351627,Caldicellulosiruptor saccharolyticus DSM8903,Caldicellulosiruptor saccharolyticus,,periphery
351746,Pseudomonas putida F1,Pseudomonas putida F1,,core
352165,Pyramidobacter piscolens W5455,Pyramidobacter piscolens,,core
353496,Lactobacillus delbrueckii subsp. bulgaricus 2038,Lactobacillus delbrueckii 2038,,periphery
354242,Campylobacter jejuni subsp. jejuni 81-176,Campylobacter jejuni 81176,,periphery
356829,Bifidobacterium tsurumiense,Bifidobacterium tsurumiense,,periphery
356851,Micromonospora chokoriensis,Micromonospora chokoriensis,,periphery
357244,Orientia tsutsugamushi str. Boryong,Orientia tsutsugamushi,,core
357276,Bacteroides dorei,Bacteroides dorei,,core
357804,Psychromonas ingrahamii 37,Psychromonas ingrahamii,,core
357808,Roseiflexus sp. RS-1,Roseiflexus sp. RS1,,core
357809,Lachnoclostridium phytofermentans ISDg,Lachnoclostridium phytofermentans,,periphery
358220,Acidovorax sp. KKS102,Acidovorax sp. KKS102,,periphery
358396,Halobiforma lacisalsi AJ5,Halobiforma lacisalsi,,periphery
358681,Brevibacillus brevis NBRC 100599,Brevibacillus brevis NBRC100599,,core
358823,Streptomyces olindensis,Streptomyces olindensis,,periphery
360094,Xanthomonas oryzae pv. oryzae PXO99A,Xanthomonas oryzae PXO99A,,periphery
360095,Bartonella bacilliformis KC583,Bartonella bacilliformis,,core
360104,Campylobacter concisus 13826,Campylobacter concisus 13826,,periphery
360106,Campylobacter fetus subsp. fetus 82-40,Campylobacter fetus 8240,,periphery
360107,Campylobacter hominis ATCC BAA-381,Campylobacter hominis,,periphery
360910,Bordetella avium 197N,Bordetella avium,,periphery
360911,Exiguobacterium sp. AT1b,Exiguobacterium sp. AT1b,,core
362242,Mycobacterium ulcerans Agy99,Mycobacterium ulcerans,,periphery
362418,Flavobacterium reichenbachii,Flavobacterium reichenbachii,,periphery
362663,Escherichia coli 536,Escherichia coli 536,,periphery
362976,Haloquadratum walsbyi DSM16790,Haloquadratum walsbyi DSM16790,,core
363253,Lawsonia intracellularis PHE/MN1-00,Lawsonia intracellularis,,core
364733,Endocarpon pusillum,Endocarpon pusillum,,periphery
365044,Polaromonas naphthalenivorans CJ2,Polaromonas naphthalenivorans,,periphery
365046,Ramlibacter tataouinensis TTB310,Ramlibacter tataouinensis,,core
365528,Frankia sp. BCU110501,Frankia sp. BCU110501,,core
365659,Streptococcus mitis B6,Streptococcus mitis B6,,periphery
366394,Sinorhizobium medicae WSM419,Sinorhizobium medicae,,core
366602,Caulobacter sp. K31,Caulobacter sp. K31,,core
366649,Xanthomonas fuscans subsp. fuscans,Xanthomonas fuscans,,periphery
367299,Phycicoccus jejuensis,Phycicoccus jejuensis,,periphery
367336,Rhodobacterales bacterium HTCC2255,Rhodobacterales bacterium HTCC2255,,periphery
367737,Arcobacter butzleri RM4018,Arcobacter butzleri RM4018,,core
368407,Methanoculleus marisnigri JR1,Methanoculleus marisnigri,,periphery
368408,Thermofilum pendens Hrk 5,Thermofilum pendens,,core
369723,Salinispora tropica CNB-440,Salinispora tropica,,core
370438,Pelotomaculum thermopropionicum SI,Pelotomaculum thermopropionicum,,core
371042,Erwinia typographi,Erwinia typographi,,periphery
371731,Rhodobacter sp. SW2,Rhodobacter sp. SW2,,core
372461,Buchnera aphidicola str. BCc,Buchnera aphidicola BCc,,periphery
373153,Streptococcus pneumoniae D39,Streptococcus pneumoniae D39,,core
373903,Halothermothrix orenii H 168,Halothermothrix orenii,,core
373994,Rivularia sp. PCC7116,Rivularia sp. PCC7116,,periphery
374847,Candidatus Korarchaeum cryptofilum OPF8,Korarchaeum cryptofilum,,core
375286,Janthinobacterium sp. Marseille,Janthinobacterium sp. Marseille,,core
375451,Roseobacter denitrificans OCh 114,Roseobacter denitrificans,,periphery
376619,Francisella tularensis subsp. holarctica LVS,Francisella tularensis holarctica,,core
376686,Flavobacterium johnsoniae UW101,Flavobacterium johnsoniae,,core
376733,Paracoccus halophilus,Paracoccus halophilus,,periphery
377629,Teredinibacter turnerae T7901,Teredinibacter turnerae T7901,,core
378753,Kocuria rhizophila DC2201,Kocuria rhizophila DC2201,,core
378806,Stigmatella aurantiaca DW4/3-1,Stigmatella aurantiaca,,core
379066,Gemmatimonas aurantiaca T-27,Gemmatimonas aurantiaca,,core
379731,Pseudomonas stutzeri A1501,Pseudomonas stutzeri A1501,,core
380358,Xanthomonas albilineans GPE PC73,Xanthomonas albilineans,,periphery
380394,Acidithiobacillus ferrooxidans ATCC53993,Acidithiobacillus ferrooxidans ATCC53993,,periphery
380703,Aeromonas hydrophila subsp. hydrophila ATCC7966,Aeromonas hydrophila ATCC7966,,periphery
380749,Hydrogenobaculum sp. Y04AAS1,Hydrogenobaculum sp. Y04AAS1,,periphery
381046,Lachancea thermotolerans,Lachancea thermotolerans,,core
381666,Ralstonia eutropha H16,Ralstonia eutropha H16,,core
381764,Fervidobacterium nodosum Rt17-B1,Fervidobacterium nodosum,,periphery
382245,Aeromonas salmonicida subsp. salmonicida A449,Aeromonas salmonicida,,core
382464,Verrucomicrobiae bacterium DG1235,Verrucomicrobiae bacterium DG1235,,periphery
382638,Helicobacter acinonychis str. Sheeba,Helicobacter acinonychis,,periphery
382640,Bartonella tribocorum CIP 105476,Bartonella tribocorum,,core
383372,Roseiflexus castenholzii DSM13941,Roseiflexus castenholzii,,periphery
383381,Erythrobacter sp. JL475,Erythrobacter sp. JL475,,periphery
383407,Xanthomonas oryzae pv. oryzicola BLS256,Xanthomonas oryzae oryzicola,,core
384616,Pyrobaculum islandicum DSM4184,Pyrobaculum islandicum,,periphery
384676,Pseudomonas entomophila L48,Pseudomonas entomophila,,periphery
384765,Labrenzia aggregata IAM 12614,Labrenzia aggregata,,core
385682,Thermophagus xiamenensis,Thermophagus xiamenensis,,core
386043,Listeria welshimeri serovar 6b str. SLCC5334,Listeria welshimeri,,core
386415,Clostridium novyi NT,Clostridium novyi NT,,core
386456,Methanobacterium arcticum,Methanobacterium arcticum,,periphery
387092,Nitratiruptor sp. SB155-2,Nitratiruptor sp. SB1552,,core
387093,Sulfurovum sp. NBC37-1,Sulfurovum sp. NBC371,,core
387344,Lactobacillus brevis ATCC367,Lactobacillus brevis ATCC367,,periphery
387631,Archaeoglobus sulfaticallidus PM70-1,Archaeoglobus sulfaticallidus,,periphery
388051,Cupriavidus sp. amp6,Cupriavidus sp. amp6,,periphery
388399,Sagittula stellata E-37,Sagittula stellata,,core
388401,Rhodobacteraceae bacterium HTCC2150,Rhodobacteraceae bacterium HTCC2150,,periphery
388413,Algoriphagus machipongonensis,Algoriphagus machipongonensis,,core
388467,Planktothrix agardhii NIVA-CYA 126/8,Planktothrix agardhii,,core
388739,Roseobacter sp. SK209-2-6,Roseobacter sp. SK20926,,periphery
388919,Streptococcus sanguinis SK36,Streptococcus sanguinis SK36,,periphery
390235,Pseudomonas putida W619,Pseudomonas putida W619,,periphery
390236,Borrelia afzelii PKo,Borrelia afzelii,,core
390333,Lactobacillus delbrueckii subsp. bulgaricus ATCC11842,Lactobacillus delbrueckii ATCC11842,,periphery
390874,Thermotoga petrophila RKU-1,Thermotoga petrophila,,periphery
390989,Actinocatenispora sera,Actinocatenispora sera,,periphery
391008,Stenotrophomonas maltophilia R551-3,Stenotrophomonas maltophilia R5513,,core
391009,Thermosipho melanesiensis BI429,Thermosipho melanesiensis,,periphery
391036,Ehrlichia sp. HF,Ehrlichia sp. HF,,periphery
391037,Salinispora arenicola CNS-205,Salinispora arenicola,,periphery
391038,Burkholderia phymatum STM815,Burkholderia phymatum,,periphery
391165,Granulibacter bethesdensis CGDNIH1,Granulibacter bethesdensis,,core
391295,Streptococcus suis 05ZYH33,Streptococcus suis 05ZYH33,,periphery
391587,Kordia algicida OT-1,Kordia algicida,,core
391589,Roseobacter sp. GAI101,Roseobacter sp. GAI101,,periphery
391593,Roseobacter sp. CCS2,Roseobacter sp. CCS2,,periphery
391595,Roseobacter litoralis Och 149,Roseobacter litoralis,,periphery
391596,Pedobacter sp. BAL39,Pedobacter sp. BAL39,,core
391598,Flavobacteria bacterium BAL38,Flavobacteria bacterium BAL38,,periphery
391600,Brevundimonas sp. BAL3,Brevundimonas sp. BAL3,,core
391603,Flavobacteriales bacterium ALC-1,Flavobacteriales bacterium ALC1,,core
391612,Cyanothece sp. CCY0110,Cyanothece sp. CCY0110,,periphery
391613,Roseovarius sp. TM1035,Roseovarius sp. TM1035,,core
391615,gamma proteobacterium HTCC5015,Gammaproteobacteria bacterium HTCC5015,,periphery
391616,Octadecabacter arcticus 238,Octadecabacter arcticus,,core
391619,Phaeobacter inhibens DSM17395,Phaeobacter inhibens,,core
391623,Thermococcus barophilus MP,Thermococcus barophilus,,periphery
391624,Oceanibulbus indolifex HEL-45,Oceanibulbus indolifex,,core
391625,Plesiocystis pacifica SIR-1,Plesiocystis pacifica,,periphery
391626,Octadecabacter antarcticus 307,Octadecabacter antarcticus,,periphery
391735,Verminephrobacter eiseniae EF01-2,Verminephrobacter eiseniae,,core
391896,Rickettsia bellii OSU 85-389,Rickettsia bellii OSU85389,,periphery
391937,Nitratireductor pacificus pht-3B,Nitratireductor pacificus,,core
392499,Sphingomonas wittichii RW1,Sphingomonas wittichii,,core
392500,Shewanella woodyi ATCC51908,Shewanella woodyi,,periphery
393283,Pestalotiopsis fici,Pestalotiopsis fici,,periphery
393305,Yersinia enterocolitica subsp. enterocolitica 8081,Yersinia enterocolitica 8081,,core
393480,Fusobacterium nucleatum subsp. polymorphum ATCC10953,Fusobacterium nucleatum polymorphum,,core
393595,Alcanivorax borkumensis SK2,Alcanivorax borkumensis,,core
393921,Porphyromonas crevioricanis,Porphyromonas crevioricanis,,periphery
394221,Maricaulis maris MCS10,Maricaulis maris,,core
394503,Clostridium cellulolyticum H10,Clostridium cellulolyticum,,core
395019,Burkholderia multivorans ATCC17616,Burkholderia multivorans,,periphery
395492,Rhizobium leguminosarum bv. trifolii WSM2304,Rhizobium leguminosarum WSM2304,,periphery
395493,Beggiatoa alba B18LD,Beggiatoa alba,,periphery
395494,Gallionella capsiferriformans ES-2,Gallionella capsiferriformans,,periphery
395495,Leptothrix cholodnii SP-6,Leptothrix cholodnii,,core
395961,Cyanothece sp. PCC7425,Cyanothece sp. PCC7425,,periphery
395963,Beijerinckia indica subsp. indica ATCC9039,Beijerinckia indica,,core
395964,Methylocapsa acidiphila B2,Methylocapsa acidiphila,,periphery
395965,Methylocella silvestris BL2,Methylocella silvestris,,core
396014,Brachybacterium phenoliresistens,Brachybacterium phenoliresistens,,core
396513,Staphylococcus carnosus subsp. carnosus TM300,Staphylococcus carnosus,,core
396588,Thioalkalivibrio sulfidiphilus HL-EbGr7,Thioalkalivibrio sulfidiphilus,,periphery
396595,Thioalkalivibrio sp. K90mix,Thioalkalivibrio sp. K90mix,,core
397278,Marmoricola aequoreus,Marmoricola aequoreus,,periphery
397287,Lachnospiraceae bacterium 28-4,Lachnospiraceae bacterium 284,,periphery
397288,Lachnospiraceae bacterium 3-1,Lachnospiraceae bacterium 31,,periphery
397290,Lachnospiraceae bacterium A2,Lachnospiraceae bacterium A2,,periphery
397291,Lachnospiraceae bacterium A4,Lachnospiraceae bacterium A4,,periphery
397945,Acidovorax citrulli AAC00-1,Acidovorax citrulli,,periphery
397948,Caldivirga maquilingensis IC-167,Caldivirga maquilingensis,,periphery
398511,Bacillus pseudofirmus OF4,Bacillus pseudofirmus,,periphery
398512,Pseudobacteroides cellulosolvens ATCC35603,Pseudobacteroides cellulosolvens,,core
398513,Bifidobacterium bifidum NCIMB 41171,Bifidobacterium bifidum NCIMB41171,,periphery
398525,Bradyrhizobium elkanii USDA 76,Bradyrhizobium elkanii USDA76,,periphery
398527,Burkholderia phytofirmans PsJN,Burkholderia phytofirmans,,periphery
398578,Delftia acidovorans SPH-1,Delftia acidovorans,,core
398579,Shewanella pealeana ATCC700345,Shewanella pealeana,,periphery
398580,Dinoroseobacter shibae DFL12,Dinoroseobacter shibae,,core
398720,Leeuwenhoekiella blandensis MED217,Leeuwenhoekiella blandensis,,core
398767,Geobacter lovleyi SZ,Geobacter lovleyi,,periphery
399549,Metallosphaera sedula DSM5348,Metallosphaera sedula,,periphery
399550,Staphylothermus marinus F1,Staphylothermus marinus,,core
399739,Pseudomonas mendocina ymp,Pseudomonas mendocina ymp,,periphery
399741,Serratia proteamaculans 568,Serratia proteamaculans,,core
399742,Enterobacter sp. 638,Enterobacter sp. 638,,periphery
